"Period","WTI Crude Oil","percent_change","average","three Year Trend","Deviation From 3 Year Trend","Mean of 3 Year Trend","eight Year Trend","Deviation From 8 Year Trend","Mean of 8 Year Trend","GDP Price Deflator","Ratio: WTI Crude Oil to GDP Price Deflator","Mean_of_Ratio"
"Q4 1997",21.05,-12.7641939494405,9.33180124034466,20.565,0.484999999999999,2.08451923076923,20.634375,0.415625000000002,5.963359375,72.2,0.291551246537396,0.558257416459237
"Q1 1998",17.63,-32.0092556883918,9.33180124034466,20.5541666666667,-2.92416666666667,2.08451923076923,20.5040625,-2.8740625,5.963359375,72,0.244861111111111,0.558257416459237
"Q2 1998",15.53,-23.422090729783,9.33180124034466,20.265,-4.735,2.08451923076923,20.349375,-4.819375,5.963359375,72,0.215694444444444,0.558257416459237
"Q3 1998",14.38,-28.5643318430204,9.33180124034466,20.0066666666667,-5.62666666666667,2.08451923076923,20.266875,-5.886875,5.963359375,71.7,0.200557880055788,0.558257416459237
"Q4 1998",15.43,-26.6983372921615,9.33180124034466,19.8233333333333,-4.39333333333333,2.08451923076923,19.59125,-4.16125,5.963359375,71.8,0.214902506963788,0.558257416459237
"Q1 1999",12.05,-31.6505955757232,9.33180124034466,19.1958333333333,-7.14583333333333,2.08451923076923,19.0790625,-7.0290625,5.963359375,72.1,0.167128987517337,0.558257416459237
"Q2 1999",16.63,7.08306503541532,9.33180124034466,18.725,-2.095,2.08451923076923,18.9959375,-2.3659375,5.963359375,72.9,0.228120713305898,0.558257416459237
"Q3 1999",19.4,34.9095966620306,9.33180124034466,18.5475,0.852499999999999,2.08451923076923,18.9534375,0.446562499999999,5.963359375,73.7,0.263229308005427,0.558257416459237
"Q4 1999",24.53,58.9760207388205,9.33180124034466,18.5808333333333,5.94916666666667,2.08451923076923,19.030625,5.499375,5.963359375,74.1,0.331039136302294,0.558257416459237
"Q1 2000",25.6,112.448132780083,9.33180124034466,18.5533333333333,7.04666666666667,2.08451923076923,19.23375,6.36625,5.963359375,75,0.341333333333333,0.558257416459237
"Q2 2000",26.43,58.9296452194829,9.33180124034466,19.0658333333333,7.36416666666667,2.08451923076923,19.4396875,6.9903125,5.963359375,76.2,0.346850393700787,0.558257416459237
"Q3 2000",32.5,67.5257731958763,9.33180124034466,20.0966666666667,12.4033333333333,2.08451923076923,19.7715625,12.7284375,5.963359375,76.9,0.422626788036411,0.558257416459237
"Q4 2000",32.18,31.1863024867509,9.33180124034466,21.0241666666667,11.1558333333333,2.08451923076923,20.09625,12.08375,5.963359375,77.5,0.415225806451613,0.558257416459237
"Q1 2001",26.83,4.80468749999999,9.33180124034466,21.7908333333333,5.03916666666667,2.08451923076923,20.3253125,6.5046875,5.963359375,78.3,0.342656449553001,0.558257416459237
"Q2 2001",25.58,-3.21604237608778,9.33180124034466,22.6283333333333,2.95166666666666,2.08451923076923,20.4828125,5.0971875,5.963359375,78.3,0.32669220945083,0.558257416459237
"Q3 2001",25.95,-20.1538461538462,9.33180124034466,23.5925,2.3575,2.08451923076923,20.7171875,5.2328125,5.963359375,77.4,0.335271317829457,0.558257416459237
"Q4 2001",23.28,-27.6569297700435,9.33180124034466,24.2466666666667,-0.966666666666665,2.08451923076923,20.863125,2.416875,5.963359375,76.8,0.303125,0.558257416459237
"Q1 2002",19.78,-26.2765560939247,9.33180124034466,24.8908333333333,-5.11083333333333,2.08451923076923,21.02625,-1.24625,5.963359375,77.1,0.256549935149157,0.558257416459237
"Q2 2002",26.88,5.08209538702111,9.33180124034466,25.745,1.135,2.08451923076923,21.4040625,5.4759375,5.963359375,78.5,0.342420382165605,0.558257416459237
"Q3 2002",26.83,3.39113680154142,9.33180124034466,26.3641666666667,0.465833333333332,2.08451923076923,21.6371875,5.1928125,5.963359375,79,0.339620253164557,0.558257416459237
"Q4 2002",30.83,32.4312714776632,9.33180124034466,26.8891666666667,3.94083333333333,2.08451923076923,22.0321875,8.7978125,5.963359375,80,0.385375,0.558257416459237
"Q1 2003",31.23,57.88675429727,9.33180124034466,27.3583333333333,3.87166666666667,2.08451923076923,22.453125,8.776875,5.963359375,81.1,0.385080147965475,0.558257416459237
"Q2 2003",29.78,10.7886904761905,9.33180124034466,27.6375,2.1425,2.08451923076923,22.79,6.99,5.963359375,80.4,0.370398009950249,0.558257416459237
"Q3 2003",30.43,13.4178158777488,9.33180124034466,27.465,2.965,2.08451923076923,23.1946875,7.2353125,5.963359375,81.4,0.373832923832924,0.558257416459237
"Q4 2003",29.38,-4.70321115796302,9.33180124034466,27.2316666666667,2.14833333333333,2.08451923076923,23.561875,5.818125,5.963359375,81.8,0.359168704156479,0.558257416459237
"Q1 2004",32.55,4.22670509125839,9.33180124034466,27.7083333333333,4.84166666666667,2.08451923076923,23.9671875,8.5828125,5.963359375,82.7,0.393591293833132,0.558257416459237
"Q2 2004",34.28,15.1108126259234,9.33180124034466,28.4333333333333,5.84666666666667,2.08451923076923,24.3421875,9.9378125,5.963359375,83.8,0.409069212410501,0.558257416459237
"Q3 2004",38.73,27.2757147551758,9.33180124034466,29.4983333333333,9.23166666666667,2.08451923076923,24.8796875,13.8503125,5.963359375,84.3,0.459430604982206,0.558257416459237
"Q4 2004",50.13,70.6262763784888,9.33180124034466,31.7358333333333,18.3941666666667,2.08451923076923,25.6921875,24.4378125,5.963359375,84.6,0.592553191489362,0.558257416459237
"Q1 2005",42.13,29.431643625192,9.33180124034466,33.5983333333333,8.53166666666667,2.08451923076923,26.1984375,15.9315625,5.963359375,85.1,0.495064629847239,0.558257416459237
"Q2 2005",57.28,67.0945157526254,9.33180124034466,36.1316666666667,21.1483333333333,2.08451923076923,27.3546875,29.9253125,5.963359375,85.7,0.668378063010502,0.558257416459237
"Q3 2005",58.76,51.717015233669,9.33180124034466,38.7925,19.9675,2.08451923076923,28.561875,30.198125,5.963359375,86.9,0.676179516685846,0.558257416459237
"Q4 2005",65.48,30.6203869938161,9.33180124034466,41.68,23.8,2.08451923076923,29.9503125,35.5296875,5.963359375,88,0.744090909090909,0.558257416459237
"Q1 2006",61.04,44.8848801329219,9.33180124034466,44.1641666666667,16.8758333333333,2.08451923076923,31.306875,29.733125,5.963359375,87.7,0.696009122006842,0.558257416459237
"Q2 2006",66.75,16.5328212290503,9.33180124034466,47.245,19.505,2.08451923076923,32.9075,33.8425,5.963359375,88.6,0.753386004514673,0.558257416459237
"Q3 2006",73.93,25.8168822328115,9.33180124034466,50.87,23.06,2.08451923076923,34.7684375,39.1615625,5.963359375,89.1,0.829741863075196,0.558257416459237
"Q4 2006",61.04,-6.78069639584607,9.33180124034466,53.5083333333333,7.53166666666667,2.08451923076923,36.19375,24.84625,5.963359375,89.4,0.682774049217002,0.558257416459237
"Q1 2007",61.06,0.0327653997378819,9.33180124034466,55.8841666666667,5.17583333333334,2.08451923076923,37.7253125,23.3346875,5.963359375,90.7,0.673208379272326,0.558257416459237
"Q2 2007",65.95,-1.19850187265917,9.33180124034466,58.5233333333333,7.42666666666667,2.08451923076923,39.2665625,26.6834375,5.963359375,91.5,0.720765027322404,0.558257416459237
"Q3 2007",71.1,-3.82794535371299,9.33180124034466,61.2208333333333,9.87916666666666,2.08451923076923,40.8821875,30.2178125,5.963359375,91.5,0.777049180327869,0.558257416459237
"Q4 2007",80.25,31.4711664482307,9.33180124034466,63.7308333333333,16.5191666666667,2.08451923076923,42.6234375,37.6265625,5.963359375,92.7,0.865695792880259,0.558257416459237
"Q1 2008",96.01,57.2387815263675,9.33180124034466,68.2208333333333,27.7891666666667,2.08451923076923,44.82375,51.18625,5.963359375,94.5,1.01597883597884,0.558257416459237
"Q2 2008",100.98,53.1159969673995,9.33180124034466,71.8625,29.1175,2.08451923076923,47.1534375,53.8265625,5.963359375,96.5,1.04642487046632,0.558257416459237
"Q3 2008",140.97,98.2700421940928,9.33180124034466,78.7133333333333,62.2566666666667,2.08451923076923,50.543125,90.426875,5.963359375,96.6,1.45931677018634,0.558257416459237
"Q4 2008",98.53,22.7788161993769,9.33180124034466,81.4675,17.0625,2.08451923076923,52.6165625,45.9134375,5.963359375,93.4,1.05492505353319,0.558257416459237
"Q1 2009",44.6,-53.5465055723362,9.33180124034466,80.0975,-35.4975,2.08451923076923,53.171875,-8.571875,5.963359375,91.9,0.485310119695321,0.558257416459237
"Q2 2009",48.39,-52.0796197266786,9.33180124034466,78.5675,-30.1775,2.08451923076923,53.8846875,-5.4946875,5.963359375,92.4,0.523701298701299,0.558257416459237
"Q3 2009",69.31,-50.8335106760304,9.33180124034466,78.1825,-8.8725,2.08451923076923,55.2396875,14.0703125,5.963359375,93.2,0.743669527896996,0.558257416459237
"Q4 2009",70.82,-28.123414188572,9.33180124034466,78.9975,-8.17750000000001,2.08451923076923,56.7253125,14.0946875,5.963359375,94.7,0.747835269271383,0.558257416459237
"Q1 2010",79.36,77.9372197309417,9.33180124034466,80.5225,-1.16249999999999,2.08451923076923,58.5871875,20.7728125,5.963359375,95.4,0.831865828092243,0.558257416459237
"Q2 2010",84.87,75.3874767513949,9.33180124034466,82.0991666666667,2.77083333333334,2.08451923076923,60.399375,24.470625,5.963359375,95.4,0.889622641509434,0.558257416459237
"Q3 2010",72.95,5.25176742172847,9.33180124034466,82.2533333333333,-9.30333333333333,2.08451923076923,61.840625,11.109375,5.963359375,95.5,0.763874345549738,0.558257416459237
"Q4 2010",81.58,15.1934481784807,9.33180124034466,82.3641666666667,-0.784166666666664,2.08451923076923,63.4265625,18.1534375,5.963359375,96.5,0.845388601036269,0.558257416459237
"Q1 2011",91.55,15.3603830645161,9.33180124034466,81.9925,9.55749999999999,2.08451923076923,65.3115625,26.2384375,5.963359375,97.8,0.936094069529652,0.558257416459237
"Q2 2011",107.94,27.1827500883704,9.33180124034466,82.5725,25.3675,2.08451923076923,67.7540625,40.1859375,5.963359375,98.8,1.09251012145749,0.558257416459237
"Q3 2011",94.94,30.1439342015079,9.33180124034466,78.7366666666667,16.2033333333333,2.08451923076923,69.77,25.17,5.963359375,98.9,0.959959555106168,0.558257416459237
"Q4 2011",77.61,-4.86638882078941,9.33180124034466,76.9933333333333,0.61666666666666,2.08451923076923,71.2771875,6.3328125,5.963359375,99.6,0.77921686746988,0.558257416459237
"Q1 2012",98.83,7.95193883123976,9.33180124034466,81.5125,17.3175,2.08451923076923,73.3484375,25.4815625,5.963359375,99.7,0.991273821464393,0.558257416459237
"Q2 2012",105.23,-2.51065406707429,9.33180124034466,86.2491666666667,18.9808333333333,2.08451923076923,75.565625,29.664375,5.963359375,99.6,1.05652610441767,0.558257416459237
"Q3 2012",83.75,-11.786391405098,9.33180124034466,87.4525,-3.7025,2.08451923076923,76.9725,6.7775,5.963359375,100.1,0.836663336663337,0.558257416459237
"Q4 2012",92.48,19.1599020744749,9.33180124034466,89.2575,3.22250000000001,2.08451923076923,78.2959375,14.1840625,5.963359375,100.6,0.919284294234593,0.558257416459237
"Q1 2013",91.82,-7.09298795912173,9.33180124034466,90.2958333333333,1.52416666666666,2.08451923076923,79.84875,11.97125,5.963359375,101.5,0.904630541871921,0.558257416459237
"Q2 2013",97.07,-7.75444264943458,9.33180124034466,91.3125,5.75749999999999,2.08451923076923,81.0921875,15.9778125,5.963359375,101.4,0.957297830374753,0.558257416459237
"Q3 2013",97.89,16.8835820895522,9.33180124034466,93.3908333333333,4.49916666666667,2.08451923076923,82.315,15.575,5.963359375,102,0.959705882352941,0.558257416459237
"Q4 2013",102.08,10.3806228373702,9.33180124034466,95.0991666666667,6.98083333333334,2.08451923076923,83.45875,18.62125,5.963359375,102,1.00078431372549,0.558257416459237
"Q1 2014",98.04,6.77412328468745,9.33180124034466,95.64,2.40000000000001,2.08451923076923,84.615,13.425,5.963359375,103.5,0.947246376811594,0.558257416459237
"Q2 2014",99.74,2.75059235603173,9.33180124034466,94.9566666666667,4.78333333333333,2.08451923076923,85.6459375,14.0940625,5.963359375,103.8,0.960886319845857,0.558257416459237
"Q3 2014",105.34,7.61058330779447,9.33180124034466,95.8233333333333,9.51666666666667,2.08451923076923,86.6275,18.7125,5.963359375,104.1,1.011911623439,0.558257416459237
"Q4 2014",90.73,-11.1187304075235,9.33180124034466,96.9166666666667,-6.18666666666667,2.08451923076923,87.5553125,3.1746875,5.963359375,103.4,0.877466150870406,0.558257416459237
"Q1 2015",53.27,-45.6650346797226,9.33180124034466,93.12,-39.85,2.08451923076923,87.311875,-34.041875,5.963359375,102.5,0.519707317073171,0.558257416459237
"Q2 2015",50.09,-49.7794265089232,9.33180124034466,88.525,-38.435,2.08451923076923,86.81625,-36.72625,5.963359375,102.8,0.487256809338521,0.558257416459237
"Q3 2015",56.96,-45.9274729447503,9.33180124034466,86.2925,-29.3325,2.08451923076923,86.374375,-29.414375,5.963359375,103.3,0.551403678606002,0.558257416459237
"Q4 2015",44.74,-50.6888570483853,9.33180124034466,82.3141666666667,-37.5741666666667,2.08451923076923,85.2646875,-40.5246875,5.963359375,102.7,0.435637779941577,0.558257416459237
"Q1 2016",37.04,-30.4674300732119,9.33180124034466,77.7491666666667,-40.7091666666667,2.08451923076923,83.421875,-46.381875,5.963359375,102.5,0.361365853658537,0.558257416459237
"Q2 2016",36.79,-26.5522060291475,9.33180124034466,72.7258333333333,-35.9358333333333,2.08451923076923,81.4159375,-44.6259375,5.963359375,103.2,0.356492248062015,0.558257416459237
"Q3 2016",48.99,-13.9922752808989,9.33180124034466,68.6508333333333,-19.6608333333333,2.08451923076923,78.5415625,-29.5515625,5.963359375,103.8,0.471965317919075,0.558257416459237
"Q4 2016",48.81,9.09700491729996,9.33180124034466,64.2116666666667,-15.4016666666667,2.08451923076923,76.9878125,-28.1778125,5.963359375,104.8,0.46574427480916,0.558257416459237
"Q1 2017",53.72,45.0323974082073,9.33180124034466,60.5183333333333,-6.79833333333333,2.08451923076923,77.2728125,-23.5528125,5.963359375,105.7,0.508230842005676,0.558257416459237
"Q2 2017",50.24,36.5588475129111,9.33180124034466,56.3933333333333,-6.15333333333334,2.08451923076923,77.330625,-27.090625,5.963359375,105.6,0.475757575757576,0.558257416459237
"Q3 2017",47.07,-3.9191671769749,9.33180124034466,51.5375,-4.4675,2.08451923076923,76.635625,-29.565625,5.963359375,105.9,0.444475920679887,0.558257416459237
"Q4 2017",50.58,3.62630608481868,9.33180124034466,48.1916666666667,2.38833333333333,2.08451923076923,76.003125,-25.423125,5.963359375,107.3,0.47138863000932,0.558257416459237
"Q1 2018",60.42,12.4720774385704,9.33180124034466,48.7875,11.6325,2.08451923076923,75.41125,-14.99125,5.963359375,107.7,0.56100278551532,0.558257416459237
"Q2 2018",62.98,25.3582802547771,9.33180124034466,49.8616666666667,13.1183333333333,2.08451923076923,74.7271875,-11.7471875,5.963359375,108.1,0.582608695652174,0.558257416459237
"Q3 2018",73.94,57.0851922668366,9.33180124034466,51.2766666666667,22.6633333333333,2.08451923076923,74.758125,-0.818125000000009,5.963359375,108.7,0.680220791168353,0.558257416459237
"Q4 2018",75.3,48.8730723606168,9.33180124034466,53.8233333333333,21.4766666666667,2.08451923076923,74.561875,0.738124999999997,5.963359375,107.7,0.6991643454039,0.558257416459237
"Q1 2019",45.21,-25.1737835153923,9.33180124034466,54.5041666666667,-9.29416666666666,2.08451923076923,73.11375,-27.90375,5.963359375,109,0.414770642201835,0.558257416459237
"Q2 2019",61.59,-2.20704985709748,9.33180124034466,56.5708333333333,5.01916666666667,2.08451923076923,71.6653125,-10.0753125,5.963359375,110.2,0.558892921960073,0.558257416459237
"Q3 2019",58.87,-20.3813903164728,9.33180124034466,57.3941666666667,1.47583333333333,2.08451923076923,70.538125,-11.668125,5.963359375,110.2,0.534210526315789,0.558257416459237
"Q4 2019",53.62,-28.7915006640106,9.33180124034466,57.795,-4.175,2.08451923076923,69.7884375,-16.1684375,5.963359375,111.1,0.482628262826283,0.558257416459237
